TicketID,Date,MemberID,Desc,Price
130557,2013-10-26,998211,Bacon Burger,9
130557,2013-10-26,998211,The Works  - Small,9
130557,2013-10-26,998211,Soda - Small,2
130564,2013-10-26,990976,Onion Rings,7
130564,2013-10-26,990976,Garden Fresh - Large,16
130564,2013-10-26,990976,Mt. Hawaiian - Small,9
130564,2013-10-26,990976,Barbecue Chicken - Medium,14
130564,2013-10-26,990976,Buffalo Chicken - Small,9
130564,2013-10-26,990976,Soda - Small,2
130564,2013-10-26,990976,Soda - Small,2
130564,2013-10-26,990976,Soda - Large,3
130571,2013-10-26,,House Made Potato Chips,3
130571,2013-10-26,,Jalapeno Poppers,7
130571,2013-10-26,,Soup of the Day - Bowl,5
130571,2013-10-26,,Classic Quarter Pounder,8
130571,2013-10-26,,Meat Grinder - Medium,14
130571,2013-10-26,,Meat Grinder - Large,16
130571,2013-10-26,,Garden Fresh - Small,9
130571,2013-10-26,,Garden Fresh - Large,16
130571,2013-10-26,,Garden Fresh - Large,16
130571,2013-10-26,,Soda - Small,2
130571,2013-10-26,,Soda - Large,3
130572,2013-10-26,999098,Soup of the Day - Cup,3
130572,2013-10-26,999098,House Salad - Whole,6
130572,2013-10-26,999098,Meat Grinder - Small,9
130572,2013-10-26,999098,Garden Fresh - Large,16
130572,2013-10-26,999098,Buffalo Chicken - Medium,14
130572,2013-10-26,999098,Soda - Small,2
130572,2013-10-26,999098,Soda - Small,2
130572,2013-10-26,999098,Soda - Small,2
130577,2013-11-02,,Jalapeno Poppers,7
130577,2013-11-02,,Soup of the Day - Cup,3
130577,2013-11-02,,Garden Fresh - Medium,14
130577,2013-11-02,,Mt. Hawaiian - Medium,14
130577,2013-11-02,,Soda - Small,2
130577,2013-11-02,,Soda - Large,3
130578,2013-11-02,,Soup of the Day - Bowl,5
130578,2013-11-02,,Meat Grinder - Large,16
130578,2013-11-02,,The Works  - Medium,14
130578,2013-11-02,,Barbecue Chicken - Large,16
130579,2013-11-02,,Stromboli,7.5
130579,2013-11-02,,Waffle Fries,5
130579,2013-11-02,,Classic Quarter Pounder,8
130579,2013-11-02,,Garden Fresh - Large,16
130579,2013-11-02,,Barbecue Chicken - Small,9
130579,2013-11-02,,Buffalo Chicken - Small,9
130579,2013-11-02,,Soda - Small,2
130579,2013-11-02,,Soda - Small,2
130579,2013-11-02,,Soda - Small,2
130579,2013-11-02,,Soda - Large,3
130582,2013-11-02,,Cheese Bread,8
130582,2013-11-02,,Cheese Bread,8
130582,2013-11-02,,Soup of the Day - Cup,3
130582,2013-11-02,,Meat Grinder - Large,16
130582,2013-11-02,,Mt. Hawaiian - Large,16
130582,2013-11-02,,Barbecue Chicken - Medium,14
130582,2013-11-02,,Soda - Large,3
130584,2013-11-02,,Waffle Fries,5
130584,2013-11-02,,Soup of the Day - Bowl,5
130584,2013-11-02,,House Salad - Whole,6
130584,2013-11-02,,Garden Fresh - Large,16
130584,2013-11-02,,Mt. Hawaiian - Large,16
130584,2013-11-02,,Barbecue Chicken - Small,9
130584,2013-11-02,,Buffalo Chicken - Medium,14
130584,2013-11-02,,Soda - Large,3
130584,2013-11-02,,Soda - Large,3
130587,2013-11-02,,Cheese Bread,8
130587,2013-11-02,,Stromboli,7.5
130587,2013-11-02,,Caprese Salad,7
130587,2013-11-02,,Meat Grinder - Small,9
130587,2013-11-02,,Meat Grinder - Medium,14
130587,2013-11-02,,Barbecue Chicken - Small,9
130587,2013-11-02,,Barbecue Chicken - Medium,14
130587,2013-11-02,,Soda - Large,3
130587,2013-11-02,,Soda - Large,3
130587,2013-11-02,,Soda - Large,3
130592,2013-11-02,,Stromboli,7.5
130592,2013-11-02,,Waffle Fries,5
130592,2013-11-02,,Soup of the Day - Bowl,5
130592,2013-11-02,,House Salad - Whole,6
130592,2013-11-02,,Supreme - Small,9
130592,2013-11-02,,Supreme - Medium,14
130592,2013-11-02,,The Works  - Small,9
130592,2013-11-02,,Barbecue Chicken - Large,16
130592,2013-11-02,,Buffalo Chicken - Large,16
130592,2013-11-02,,Soda - Small,2
130592,2013-11-02,,Soda - Large,3
130592,2013-11-02,,Soda - Large,3
130593,2013-11-02,,Soup of the Day - Cup,3
130593,2013-11-02,,Soup of the Day - Cup,3
130593,2013-11-02,,Cheese Burger,9
130593,2013-11-02,,Supreme - Small,9
130593,2013-11-02,,Buffalo Chicken - Large,16
130593,2013-11-02,,Buffalo Chicken - Large,16
130593,2013-11-02,,Soda - Small,2
130594,2013-11-02,993409,Mozzarella Sticks,7
130594,2013-11-02,993409,Soup of the Day - Bowl,5
130594,2013-11-02,993409,House Salad - Whole,6
130594,2013-11-02,993409,Supreme - Small,9
130594,2013-11-02,993409,Garden Fresh - Large,16
130594,2013-11-02,993409,The Works  - Small,9
130594,2013-11-02,993409,The Works  - Small,9
130594,2013-11-02,993409,Buffalo Chicken - Medium,14
130594,2013-11-02,993409,Soda - Small,2
130594,2013-11-02,993409,Soda - Small,2
130594,2013-11-02,993409,Soda - Small,2
130594,2013-11-02,993409,Soda - Small,2
130594,2013-11-02,993409,Soda - Large,3
130595,2013-11-02,996475,Cheese Bread,8
130595,2013-11-02,996475,Cheese Bread,8
130595,2013-11-02,996475,Bacon Burger,9
130595,2013-11-02,996475,Meat Grinder - Small,9
130595,2013-11-02,996475,The Works  - Medium,14
130595,2013-11-02,996475,Buffalo Chicken - Medium,14
130595,2013-11-02,996475,Soda - Small,2
130597,2013-11-02,,House Made Potato Chips,3
130597,2013-11-02,,House Salad - Half,3
130597,2013-11-02,,Garden Fresh - Small,9
130597,2013-11-02,,The Works  - Small,9
130597,2013-11-02,,Barbecue Chicken - Small,9
130597,2013-11-02,,Soda - Large,3
130597,2013-11-02,,Soda - Large,3
130602,2013-11-02,,Cheese Burger,9
130602,2013-11-02,,Meat Grinder - Medium,14
130602,2013-11-02,,Soda - Small,2
130611,2013-11-02,993833,Mozzarella Sticks,7
130611,2013-11-02,993833,Cheese Bread,8
130611,2013-11-02,993833,Classic Quarter Pounder,8
130611,2013-11-02,993833,Meat Grinder - Medium,14
130611,2013-11-02,993833,Supreme - Medium,14
130611,2013-11-02,993833,Mt. Hawaiian - Medium,14
130611,2013-11-02,993833,Barbecue Chicken - Small,9
130611,2013-11-02,993833,Soda - Small,2
130611,2013-11-02,993833,Soda - Large,3
130611,2013-11-02,993833,Soda - Large,3
130611,2013-11-02,993833,Soda - Large,3
130616,2013-11-02,992315,Jalapeno Poppers,7
130616,2013-11-02,992315,Jalapeno Poppers,7
130616,2013-11-02,992315,Soup of the Day - Bowl,5
130616,2013-11-02,992315,Mt. Hawaiian - Medium,14
130616,2013-11-02,992315,Mt. Hawaiian - Large,16
130616,2013-11-02,992315,Barbecue Chicken - Small,9
130616,2013-11-02,992315,Buffalo Chicken - Large,16
130616,2013-11-02,992315,Soda - Large,3
130616,2013-11-02,992315,Soda - Large,3
130616,2013-11-02,992315,Soda - Large,3
130616,2013-11-02,992315,Soda - Large,3
130618,2013-11-02,995949,House Made Potato Chips,3
130618,2013-11-02,995949,Stromboli,7.5
130618,2013-11-02,995949,Soup of the Day - Bowl,5
130618,2013-11-02,995949,Bacon Burger,9
130618,2013-11-02,995949,Garden Fresh - Medium,14
130618,2013-11-02,995949,The Works  - Large,16
130618,2013-11-02,995949,Mt. Hawaiian - Medium,14
130618,2013-11-02,995949,Mt. Hawaiian - Large,16
130618,2013-11-02,995949,Barbecue Chicken - Medium,14
130618,2013-11-02,995949,Barbecue Chicken - Large,16
130618,2013-11-02,995949,Soda - Large,3
130620,2013-11-02,,Mozzarella Sticks,7
130620,2013-11-02,,House Salad - Whole,6
130620,2013-11-02,,Supreme - Medium,14
130620,2013-11-02,,Barbecue Chicken - Small,9
130620,2013-11-02,,Soda - Small,2
130623,2013-11-02,,Onion Rings,7
130623,2013-11-02,,House Salad - Whole,6
130623,2013-11-02,,House Salad - Whole,6
130623,2013-11-02,,Garden Fresh - Medium,14
130623,2013-11-02,,Garden Fresh - Large,16
130623,2013-11-02,,The Works  - Medium,14
130623,2013-11-02,,Mt. Hawaiian - Small,9
130623,2013-11-02,,Soda - Small,2
130623,2013-11-02,,Soda - Large,3
130630,2013-11-02,,Mozzarella Sticks,7
130630,2013-11-02,,Cheese Burger,9
130630,2013-11-02,,Meat Grinder - Small,9
130630,2013-11-02,,Supreme - Small,9
130630,2013-11-02,,Mt. Hawaiian - Large,16
130630,2013-11-02,,Soda - Small,2
130630,2013-11-02,,Soda - Small,2
130636,2013-11-02,,Mozzarella Sticks,7
130636,2013-11-02,,Stromboli,7.5
130636,2013-11-02,,Supreme - Medium,14
130636,2013-11-02,,The Works  - Medium,14
130636,2013-11-02,,Soda - Large,3
130637,2013-11-02,,Cheese Bread,8
130637,2013-11-02,,Waffle Fries,5
130637,2013-11-02,,The Works  - Medium,14
130637,2013-11-02,,The Works  - Medium,14
130637,2013-11-02,,Barbecue Chicken - Large,16
130637,2013-11-02,,Buffalo Chicken - Small,9
130637,2013-11-02,,Soda - Small,2
130638,2013-11-02,,Mozzarella Sticks,7
130638,2013-11-02,,Jalapeno Poppers,7
130638,2013-11-02,,Waffle Fries,5
130638,2013-11-02,,House Salad - Half,3
130638,2013-11-02,,Bacon Burger,9
130638,2013-11-02,,Meat Grinder - Large,16
130638,2013-11-02,,The Works  - Large,16
130638,2013-11-02,,Buffalo Chicken - Small,9
130638,2013-11-02,,Soda - Small,2
130638,2013-11-02,,Soda - Large,3
130644,2013-11-02,,Stromboli,7.5
130644,2013-11-02,,House Salad - Whole,6
130644,2013-11-02,,Bacon Burger,9
130644,2013-11-02,,The Works  - Small,9
130644,2013-11-02,,Soda - Small,2
130644,2013-11-02,,Soda - Small,2
130649,2013-11-02,993674,Caprese Salad,7
130649,2013-11-02,993674,Bacon Burger,9
130649,2013-11-02,993674,Meat Grinder - Medium,14
130649,2013-11-02,993674,Supreme - Medium,14
130649,2013-11-02,993674,Mt. Hawaiian - Large,16
130649,2013-11-02,993674,Soda - Large,3
130655,2013-11-02,,Jalapeno Poppers,7
130655,2013-11-02,,Supreme - Medium,14
130655,2013-11-02,,The Works  - Large,16
130655,2013-11-02,,Soda - Large,3
130656,2013-11-02,998061,Jalapeno Poppers,7
130656,2013-11-02,998061,Waffle Fries,5
130656,2013-11-02,998061,Soup of the Day - Bowl,5
130656,2013-11-02,998061,House Salad - Half,3
130656,2013-11-02,998061,Meat Grinder - Large,16
130656,2013-11-02,998061,Supreme - Small,9
130656,2013-11-02,998061,The Works  - Large,16
130656,2013-11-02,998061,Buffalo Chicken - Small,9
130656,2013-11-02,998061,Soda - Small,2
130656,2013-11-02,998061,Soda - Small,2
130661,2013-11-09,,House Salad - Half,3
130661,2013-11-09,,Bacon Burger,9
130661,2013-11-09,,Meat Grinder - Medium,14
130661,2013-11-09,,Garden Fresh - Small,9
130661,2013-11-09,,Garden Fresh - Medium,14
130661,2013-11-09,,Soda - Large,3
130667,2013-11-09,,House Made Potato Chips,3
130667,2013-11-09,,Jalapeno Poppers,7
130667,2013-11-09,,Cheese Bread,8
130667,2013-11-09,,Soup of the Day - Cup,3
130667,2013-11-09,,Soup of the Day - Cup,3
130667,2013-11-09,,Meat Grinder - Small,9
130667,2013-11-09,,The Works  - Medium,14
130667,2013-11-09,,Mt. Hawaiian - Medium,14
130667,2013-11-09,,Mt. Hawaiian - Large,16
130667,2013-11-09,,Barbecue Chicken - Small,9
130667,2013-11-09,,Barbecue Chicken - Large,16
130667,2013-11-09,,Barbecue Chicken - Large,16
130667,2013-11-09,,Buffalo Chicken - Medium,14
130667,2013-11-09,,Soda - Small,2
130667,2013-11-09,,Soda - Small,2
130667,2013-11-09,,Soda - Small,2
130667,2013-11-09,,Soda - Large,3
130670,2013-11-09,,Mozzarella Sticks,7
130670,2013-11-09,,Cheese Bread,8
130670,2013-11-09,,Onion Rings,7
130670,2013-11-09,,Soup of the Day - Cup,3
130670,2013-11-09,,House Salad - Half,3
130670,2013-11-09,,Meat Grinder - Large,16
130670,2013-11-09,,Garden Fresh - Small,9
130670,2013-11-09,,The Works  - Small,9
130670,2013-11-09,,The Works  - Large,16
130670,2013-11-09,,Mt. Hawaiian - Medium,14
130670,2013-11-09,,Mt. Hawaiian - Large,16
130670,2013-11-09,,Buffalo Chicken - Small,9
130670,2013-11-09,,Soda - Small,2
130670,2013-11-09,,Soda - Small,2
130670,2013-11-09,,Soda - Small,2
130670,2013-11-09,,Soda - Large,3
130670,2013-11-09,,Soda - Large,3
130670,2013-11-09,,Soda - Large,3
130673,2013-11-09,997209,Stromboli,7.5
130673,2013-11-09,997209,Soup of the Day - Bowl,5
130673,2013-11-09,997209,Soup of the Day - Bowl,5
130673,2013-11-09,997209,House Salad - Half,3
130673,2013-11-09,997209,House Salad - Whole,6
130673,2013-11-09,997209,Supreme - Medium,14
130673,2013-11-09,997209,Garden Fresh - Small,9
130673,2013-11-09,997209,The Works  - Small,9
130673,2013-11-09,997209,Mt. Hawaiian - Medium,14
130673,2013-11-09,997209,Barbecue Chicken - Medium,14
130673,2013-11-09,997209,Soda - Large,3
130673,2013-11-09,997209,Soda - Large,3
130674,2013-11-09,,Mozzarella Sticks,7
130674,2013-11-09,,Garden Fresh - Medium,14
130674,2013-11-09,,Barbecue Chicken - Large,16
130674,2013-11-09,,Soda - Small,2
130678,2013-11-09,,Stromboli,7.5
130678,2013-11-09,,House Salad - Whole,6
130678,2013-11-09,,Supreme - Large,16
130678,2013-11-09,,Barbecue Chicken - Small,9
130678,2013-11-09,,Soda - Small,2
130678,2013-11-09,,Soda - Large,3
130681,2013-11-09,,House Made Potato Chips,3
130681,2013-11-09,,Onion Rings,7
130681,2013-11-09,,Soup of the Day - Bowl,5
130681,2013-11-09,,Caprese Salad,7
130681,2013-11-09,,Garden Fresh - Small,9
130681,2013-11-09,,The Works  - Medium,14
130681,2013-11-09,,Barbecue Chicken - Medium,14
130681,2013-11-09,,Barbecue Chicken - Large,16
130681,2013-11-09,,Soda - Large,3
130682,2013-11-09,,Waffle Fries,5
130682,2013-11-09,,Bacon Burger,9
130682,2013-11-09,,Mt. Hawaiian - Large,16
130682,2013-11-09,,Barbecue Chicken - Small,9
130682,2013-11-09,,Barbecue Chicken - Large,16
130682,2013-11-09,,Soda - Large,3
130682,2013-11-09,,Soda - Large,3
130683,2013-11-09,992482,Stromboli,7.5
130683,2013-11-09,992482,Soup of the Day - Bowl,5
130683,2013-11-09,992482,Meat Grinder - Large,16
130683,2013-11-09,992482,Supreme - Medium,14
130683,2013-11-09,992482,Soda - Small,2
130687,2013-11-09,997711,Cheese Bread,8
130687,2013-11-09,997711,Waffle Fries,5
130687,2013-11-09,997711,The Works  - Medium,14
130687,2013-11-09,997711,Mt. Hawaiian - Small,9
130687,2013-11-09,997711,Soda - Small,2
130690,2013-11-09,,Jalapeno Poppers,7
130690,2013-11-09,,Soup of the Day - Cup,3
130690,2013-11-09,,Bacon Burger,9
130690,2013-11-09,,The Works  - Medium,14
130690,2013-11-09,,Barbecue Chicken - Large,16
130690,2013-11-09,,Buffalo Chicken - Medium,14
130690,2013-11-09,,Soda - Small,2
130690,2013-11-09,,Soda - Large,3
130694,2013-11-09,,Mozzarella Sticks,7
130694,2013-11-09,,Cheese Bread,8
130694,2013-11-09,,Meat Grinder - Small,9
130694,2013-11-09,,Supreme - Small,9
130694,2013-11-09,,Soda - Large,3
130699,2013-11-09,,Jalapeno Poppers,7
130699,2013-11-09,,House Salad - Whole,6
130699,2013-11-09,,Meat Grinder - Medium,14
130699,2013-11-09,,Garden Fresh - Medium,14
130699,2013-11-09,,Barbecue Chicken - Medium,14
130699,2013-11-09,,Buffalo Chicken - Large,16
130699,2013-11-09,,Soda - Small,2
130699,2013-11-09,,Soda - Large,3
130703,2013-11-09,,Onion Rings,7
130703,2013-11-09,,Mt. Hawaiian - Large,16
130703,2013-11-09,,Barbecue Chicken - Medium,14
130703,2013-11-09,,Soda - Small,2
130703,2013-11-09,,Soda - Large,3
130708,2013-11-09,,Jalapeno Poppers,7
130708,2013-11-09,,Stromboli,7.5
130708,2013-11-09,,Onion Rings,7
130708,2013-11-09,,Soup of the Day - Bowl,5
130708,2013-11-09,,Supreme - Small,9
130708,2013-11-09,,Mt. Hawaiian - Large,16
130708,2013-11-09,,Barbecue Chicken - Small,9
130708,2013-11-09,,Barbecue Chicken - Large,16
130708,2013-11-09,,Buffalo Chicken - Large,16
130708,2013-11-09,,Soda - Small,2
130709,2013-11-09,,House Made Potato Chips,3
130709,2013-11-09,,Mozzarella Sticks,7
130709,2013-11-09,,Jalapeno Poppers,7
130709,2013-11-09,,Cheese Bread,8
130709,2013-11-09,,Waffle Fries,5
130709,2013-11-09,,Soup of the Day - Cup,3
130709,2013-11-09,,Cheese Burger,9
130709,2013-11-09,,Bacon Burger,9
130709,2013-11-09,,Meat Grinder - Small,9
130709,2013-11-09,,Meat Grinder - Medium,14
130709,2013-11-09,,The Works  - Small,9
130709,2013-11-09,,Buffalo Chicken - Medium,14
130709,2013-11-09,,Buffalo Chicken - Large,16
130709,2013-11-09,,Soda - Small,2
130709,2013-11-09,,Soda - Large,3
130709,2013-11-09,,Soda - Large,3
130709,2013-11-09,,Soda - Large,3
130713,2013-11-09,,Stromboli,7.5
130713,2013-11-09,,Waffle Fries,5
130713,2013-11-09,,Onion Rings,7
130713,2013-11-09,,Soup of the Day - Cup,3
130713,2013-11-09,,Soup of the Day - Bowl,5
130713,2013-11-09,,Meat Grinder - Small,9
130713,2013-11-09,,Meat Grinder - Small,9
130713,2013-11-09,,Supreme - Medium,14
130713,2013-11-09,,Supreme - Medium,14
130713,2013-11-09,,Garden Fresh - Small,9
130713,2013-11-09,,Barbecue Chicken - Large,16
130713,2013-11-09,,Soda - Small,2
130713,2013-11-09,,Soda - Large,3
130713,2013-11-09,,Soda - Large,3
130713,2013-11-09,,Soda - Large,3
130715,2013-11-09,990564,Soup of the Day - Cup,3
130715,2013-11-09,990564,House Salad - Whole,6
130715,2013-11-09,990564,Meat Grinder - Small,9
130715,2013-11-09,990564,Mt. Hawaiian - Small,9
130715,2013-11-09,990564,Soda - Large,3
130715,2013-11-09,990564,Soda - Large,3
130719,2013-11-09,995877,Supreme - Small,9
130719,2013-11-09,995877,Supreme - Medium,14
130719,2013-11-09,995877,Soda - Large,3
130723,2013-11-16,,Waffle Fries,5
130723,2013-11-16,,Soup of the Day - Bowl,5
130723,2013-11-16,,House Salad - Half,3
130723,2013-11-16,,House Salad - Half,3
130723,2013-11-16,,House Salad - Whole,6
130723,2013-11-16,,Supreme - Large,16
130723,2013-11-16,,Garden Fresh - Medium,14
130723,2013-11-16,,The Works  - Small,9
130723,2013-11-16,,The Works  - Large,16
130723,2013-11-16,,Mt. Hawaiian - Medium,14
130723,2013-11-16,,Barbecue Chicken - Small,9
130723,2013-11-16,,Barbecue Chicken - Small,9
130723,2013-11-16,,Soda - Small,2
130723,2013-11-16,,Soda - Small,2
130723,2013-11-16,,Soda - Small,2
130723,2013-11-16,,Soda - Small,2
130732,2013-11-16,,Mozzarella Sticks,7
130732,2013-11-16,,House Salad - Half,3
130732,2013-11-16,,Garden Fresh - Medium,14
130732,2013-11-16,,The Works  - Small,9
130734,2013-11-16,,Soup of the Day - Bowl,5
130734,2013-11-16,,House Salad - Whole,6
130734,2013-11-16,,Bacon Burger,9
130734,2013-11-16,,Supreme - Small,9
130734,2013-11-16,,Supreme - Small,9
130734,2013-11-16,,Buffalo Chicken - Large,16
130734,2013-11-16,,Soda - Large,3
130735,2013-11-16,,Jalapeno Poppers,7
130735,2013-11-16,,Waffle Fries,5
130735,2013-11-16,,Waffle Fries,5
130735,2013-11-16,,Soup of the Day - Cup,3
130735,2013-11-16,,House Salad - Half,3
130735,2013-11-16,,Caprese Salad,7
130735,2013-11-16,,Meat Grinder - Small,9
130735,2013-11-16,,Meat Grinder - Large,16
130735,2013-11-16,,Supreme - Small,9
130735,2013-11-16,,Supreme - Medium,14
130735,2013-11-16,,Garden Fresh - Small,9
130735,2013-11-16,,The Works  - Large,16
130735,2013-11-16,,Barbecue Chicken - Medium,14
130735,2013-11-16,,Soda - Small,2
130735,2013-11-16,,Soda - Small,2
130735,2013-11-16,,Soda - Small,2
130735,2013-11-16,,Soda - Large,3
130736,2013-11-16,991451,Stromboli,7.5
130736,2013-11-16,991451,Soup of the Day - Bowl,5
130736,2013-11-16,991451,Bacon Burger,9
130736,2013-11-16,991451,Meat Grinder - Medium,14
130736,2013-11-16,991451,Garden Fresh - Small,9
130736,2013-11-16,991451,The Works  - Medium,14
130736,2013-11-16,991451,Soda - Small,2
130736,2013-11-16,991451,Soda - Large,3
130737,2013-11-16,,Cheese Bread,8
130737,2013-11-16,,Onion Rings,7
130737,2013-11-16,,House Salad - Half,3
130737,2013-11-16,,Bacon Burger,9
130737,2013-11-16,,Meat Grinder - Small,9
130737,2013-11-16,,Supreme - Medium,14
130737,2013-11-16,,Garden Fresh - Small,9
130737,2013-11-16,,The Works  - Small,9
130737,2013-11-16,,Soda - Large,3
130737,2013-11-16,,Soda - Large,3
130737,2013-11-16,,Soda - Large,3
130738,2013-11-16,,Cheese Bread,8
130738,2013-11-16,,Onion Rings,7
130738,2013-11-16,,Garden Fresh - Medium,14
130738,2013-11-16,,The Works  - Medium,14
130738,2013-11-16,,Barbecue Chicken - Small,9
130738,2013-11-16,,Soda - Large,3
130742,2013-11-16,,House Made Potato Chips,3
130742,2013-11-16,,Waffle Fries,5
130742,2013-11-16,,Waffle Fries,5
130742,2013-11-16,,Bacon Burger,9
130742,2013-11-16,,Barbecue Chicken - Medium,14
130742,2013-11-16,,Buffalo Chicken - Small,9
130742,2013-11-16,,Buffalo Chicken - Medium,14
130742,2013-11-16,,Soda - Large,3
130742,2013-11-16,,Soda - Large,3
130742,2013-11-16,,Soda - Large,3
130745,2013-11-16,,House Made Potato Chips,3
130745,2013-11-16,,Stromboli,7.5
130745,2013-11-16,,Soup of the Day - Bowl,5
130745,2013-11-16,,House Salad - Half,3
130745,2013-11-16,,House Salad - Whole,6
130745,2013-11-16,,House Salad - Whole,6
130745,2013-11-16,,House Salad - Whole,6
130745,2013-11-16,,Caprese Salad,7
130745,2013-11-16,,Bacon Burger,9
130745,2013-11-16,,Meat Grinder - Small,9
130745,2013-11-16,,Meat Grinder - Small,9
130745,2013-11-16,,Supreme - Small,9
130745,2013-11-16,,Garden Fresh - Medium,14
130745,2013-11-16,,The Works  - Small,9
130745,2013-11-16,,Mt. Hawaiian - Small,9
130745,2013-11-16,,Mt. Hawaiian - Small,9
130745,2013-11-16,,Soda - Small,2
130745,2013-11-16,,Soda - Small,2
130747,2013-11-16,,Mozzarella Sticks,7
130747,2013-11-16,,Waffle Fries,5
130747,2013-11-16,,Soup of the Day - Cup,3
130747,2013-11-16,,Classic Quarter Pounder,8
130747,2013-11-16,,Meat Grinder - Small,9
130747,2013-11-16,,Garden Fresh - Small,9
130747,2013-11-16,,Mt. Hawaiian - Large,16
130747,2013-11-16,,Soda - Small,2
130747,2013-11-16,,Soda - Large,3
130749,2013-11-16,,House Salad - Half,3
130749,2013-11-16,,Meat Grinder - Large,16
130749,2013-11-16,,Supreme - Small,9
130749,2013-11-16,,Soda - Small,2
130749,2013-11-16,,Soda - Large,3
130763,2013-11-16,,Waffle Fries,5
130763,2013-11-16,,Buffalo Chicken - Medium,14
130763,2013-11-16,,Buffalo Chicken - Medium,14
130763,2013-11-16,,Soda - Small,2
130764,2013-11-16,,Mozzarella Sticks,7
130764,2013-11-16,,Jalapeno Poppers,7
130764,2013-11-16,,Waffle Fries,5
130764,2013-11-16,,Caprese Salad,7
130764,2013-11-16,,Bacon Burger,9
130764,2013-11-16,,Meat Grinder - Small,9
130764,2013-11-16,,Barbecue Chicken - Medium,14
130764,2013-11-16,,Barbecue Chicken - Medium,14
130764,2013-11-16,,Soda - Large,3
130764,2013-11-16,,Soda - Large,3
130764,2013-11-16,,Soda - Large,3
130765,2013-11-16,,Mozzarella Sticks,7
130765,2013-11-16,,Onion Rings,7
130765,2013-11-16,,Supreme - Small,9
130765,2013-11-16,,The Works  - Small,9
130765,2013-11-16,,Buffalo Chicken - Medium,14
130765,2013-11-16,,Soda - Small,2
130765,2013-11-16,,Soda - Large,3
130766,2013-11-16,,Cheese Bread,8
130766,2013-11-16,,Onion Rings,7
130766,2013-11-16,,The Works  - Medium,14
130766,2013-11-16,,Barbecue Chicken - Small,9
130766,2013-11-16,,Buffalo Chicken - Small,9
130766,2013-11-16,,Buffalo Chicken - Medium,14
130766,2013-11-16,,Soda - Large,3
130766,2013-11-16,,Soda - Large,3
130766,2013-11-16,,Soda - Large,3
130767,2013-11-16,,Waffle Fries,5
130767,2013-11-16,,Waffle Fries,5
130767,2013-11-16,,Caprese Salad,7
130767,2013-11-16,,Supreme - Medium,14
130767,2013-11-16,,Garden Fresh - Small,9
130767,2013-11-16,,The Works  - Small,9
130767,2013-11-16,,Buffalo Chicken - Large,16
130768,2013-11-16,,Cheese Bread,8
130768,2013-11-16,,Waffle Fries,5
130768,2013-11-16,,Soup of the Day - Cup,3
130768,2013-11-16,,Meat Grinder - Large,16
130768,2013-11-16,,The Works  - Large,16
130768,2013-11-16,,Barbecue Chicken - Small,9
130768,2013-11-16,,Barbecue Chicken - Small,9
130768,2013-11-16,,Soda - Small,2
130768,2013-11-16,,Soda - Large,3
130769,2013-11-16,997882,House Salad - Half,3
130769,2013-11-16,997882,Meat Grinder - Medium,14
130769,2013-11-16,997882,The Works  - Medium,14
130772,2013-11-16,994079,Jalapeno Poppers,7
130772,2013-11-16,994079,Caprese Salad,7
130772,2013-11-16,994079,The Works  - Small,9
130772,2013-11-16,994079,The Works  - Medium,14
130772,2013-11-16,994079,The Works  - Medium,14
130772,2013-11-16,994079,Mt. Hawaiian - Medium,14
130772,2013-11-16,994079,Soda - Small,2
130772,2013-11-16,994079,Soda - Large,3
130774,2013-11-16,998026,Waffle Fries,5
130774,2013-11-16,998026,Soup of the Day - Bowl,5
130774,2013-11-16,998026,Meat Grinder - Small,9
130774,2013-11-16,998026,Meat Grinder - Large,16
130774,2013-11-16,998026,The Works  - Medium,14
130774,2013-11-16,998026,Buffalo Chicken - Small,9
130774,2013-11-16,998026,Buffalo Chicken - Small,9
130774,2013-11-16,998026,Buffalo Chicken - Large,16
130774,2013-11-16,998026,Soda - Large,3
130774,2013-11-16,998026,Soda - Large,3
130774,2013-11-16,998026,Soda - Large,3
130774,2013-11-16,998026,Soda - Large,3
130775,2013-11-16,,Waffle Fries,5
130775,2013-11-16,,House Salad - Half,3
130775,2013-11-16,,Meat Grinder - Large,16
130775,2013-11-16,,Mt. Hawaiian - Large,16
130775,2013-11-16,,Barbecue Chicken - Large,16
130775,2013-11-16,,Buffalo Chicken - Small,9
130775,2013-11-16,,Soda - Small,2
130775,2013-11-16,,Soda - Large,3
130780,2013-11-16,,Jalapeno Poppers,7
130780,2013-11-16,,Cheese Bread,8
130780,2013-11-16,,Meat Grinder - Small,9
130780,2013-11-16,,Barbecue Chicken - Small,9
130780,2013-11-16,,Barbecue Chicken - Medium,14
130780,2013-11-16,,Buffalo Chicken - Small,9
130780,2013-11-16,,Soda - Small,2
130785,2013-11-16,,Jalapeno Poppers,7
130785,2013-11-16,,Stromboli,7.5
130785,2013-11-16,,Stromboli,7.5
130785,2013-11-16,,Soup of the Day - Bowl,5
130785,2013-11-16,,Bacon Burger,9
130785,2013-11-16,,Supreme - Large,16
130785,2013-11-16,,Garden Fresh - Medium,14
130785,2013-11-16,,The Works  - Small,9
130785,2013-11-16,,Barbecue Chicken - Medium,14
130785,2013-11-16,,Buffalo Chicken - Medium,14
130785,2013-11-16,,Soda - Small,2
130785,2013-11-16,,Soda - Large,3
130785,2013-11-16,,Soda - Large,3
130785,2013-11-16,,Soda - Large,3
